Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  29.95
38, fuzz_spec, ( ( c > ( 0 - 1 ) && c >= 0 ) ), Passed, Yes, "[Not(c <= -1), c >= 0]",  8,  30.74
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.46
3, fuzz_spec, ( ( x <= ( 0 * 0 ) || z >= y ) ), Passed, Yes, "[Or(x <= 0, z >= y)]",  15,  101.66
40, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  7,  28.78
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  9,  31.40
45, fuzz_spec, ( c < ( 0 * 1 ) || n >= ( c + 1 ) ), Failed, Yes, "[Or(Not(0 <= c), n >= 1 + c)]",  1,  0.37
4, fuzz_spec, ( ( z <= ( z - x ) || z >= y ) ), Passed, Yes, "[Or(x <= 0, z >= y)]",  13,  102.08
51, fuzz_spec, ( c < ( 4 + 1 ) ), Passed, Yes, "[Not(5 <= c)]",  18,  49.41
54, fuzz_spec, ( n > ( c * c ) || c == ( n + -10000 ) ), Passed, Yes, "None",  8,  49.38
5, fuzz_spec, ( y <= ( 0 + z ) || ( x <= ( 0 + 0 ) && x > -10000 ) ), Passed, Yes, "None",  25,  510.42
63, fuzz_spec, ( ( x <= ( 0 + 1 ) && y <= ( 10 - 0 ) ) || ( y > x && y < ( x + y ) ) || y >= ( 0 * 1 ) ), Passed, Yes, "[Or(And(x <= 1, y <= 10),
    y >= 0,
    And(Not(y <= x), Not(x <= 0)))]",  14,  61.56
65, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.53
68, fuzz_spec, ( ( x < n || y > -10000 ) && n <= ( 10000 * 10000 ) ), Failed, Yes, "None",  1,  1.34
6, fuzz_spec, ( ( x < 1 || z > ( y - 1 ) ) ), Passed, Yes, "[Or(Not(1 <= x), Not(z <= -1 + y))]",  13,  343.24
70, fuzz_spec, ( y >= ( x * y ) || x < ( 1 + n ) ), Passed, Yes, "[Or(y >= x*y, Not(n <= -1 + x))]",  29,  214.91
74, fuzz_spec, ( ( c < c && y < ( 127 * y ) ) || z > ( 1 * 36 ) ), Passed, Yes, "[Not(z <= 36)]",  10,  34.64
77, fuzz_spec, ( x >= y ), Passed, Yes, "[x >= y]",  16,  42.33
79, fuzz_spec, ( x >= ( 1 * y ) || ( x == ( 1 * 0 ) && i <= y ) ), Passed, Yes, "[Or(x >= y, And(x == 0, i <= y))]",  18,  46.76
7, fuzz_spec, ( ( x >= ( y - y ) && y > ( x - 20 ) ) || ( y >= ( x - 20 ) && y >= ( 10 + y ) ) ), Passed, Yes, "[x >= 0, Not(y <= -20 + x)]",  13,  51.31
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  24.38
83, fuzz_spec, ( ( y > ( 1 - 1 ) || x <= -5000 ) && ( y > x || x >= x ) ), Passed, Yes, "None",  42,  138.51
85, fuzz_spec, ( ( x < ( 10000 * y ) || x < ( -10000 - y ) ) ), Failed, Yes, "None",  12,  44.70
88, fuzz_spec, ( ( lock == 1 || x < ( 0 + y ) ) ), Passed, Yes, "[Or(lock == 1, Not(y <= x))]",  9,  40.24
8, fuzz_spec, ( x < ( 20 + y ) || ( x <= y && x < ( 0 + y ) ) ), Passed, Yes, "[Or(Not(y <= -20 + x), And(x <= y, Not(y <= x)))]",  18,  64.45
96, fuzz_spec, ( ( x >= ( 0 - 1 ) || y <= y ) ), Failed, Yes, "[]",  7,  9.49
98, fuzz_spec, ( y >= 2 ), Passed, Yes, "[y >= 2]",  12,  39.90
99, fuzz_spec, ( x == ( n - y ) ), Passed, Yes, "[]",  12,  156.82
9, fuzz_spec, ( ( x >= ( 0 + y ) && x < ( y + 4 ) ) || ( y < ( y * y ) && y > ( x - x ) ) || y > ( x * x ) ), Passed, Yes, "[Or(Not(y <= x*x),
    And(x >= y, Not(y <= -4 + x)),
    And(Not(y*y <= y), Not(y <= 0)))]",  15,  86.83
