Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
60, c_nl_spec, ( n >= 1 ), Passed, Yes, "[n >= 1]",  8,  1.93
64, c_nl_spec, ( ( x <= 1 || y < 10 ) ), Passed, Yes, "[Or(x <= 1, Not(10 <= y))]",  7,  20.26
66, c_nl_spec, ( y < 100 || ( y <= y && x < 100 ) ), Passed, Yes, "[Or(Not(100 <= y), Not(100 <= x))]",  15,  116.96
67, c_nl_spec, ( ( y <= ( x * y ) || n < ( y - x ) ) && y <= ( y * 1 ) ), Passed, Yes, "[Or(y <= x*y, Not(y + -1*x <= n))]",  13,  123.01
69, c_nl_spec, ( ( y <= ( x * y ) || n < ( y - x ) ) && y <= ( y * 1 ) ), Passed, Yes, "[Or(y <= x*y, Not(y + -1*x <= n))]",  13,  86.62
71, c_nl_spec, ( ( y > ( 1 + 0 ) && y <= ( z * 1 ) ) ), Passed, Yes, "[Not(y <= 1), y <= z]",  16,  3.67
73, c_nl_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  11,  0.47
76, c_nl_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  11,  0.49
78, c_nl_spec, ( i >= 0 ), Passed, Yes, "[i >= 0]",  21,  4.09
81, c_nl_spec, ( i >= 0 ), Passed, Yes, "[i >= 0]",  21,  4.11
82, c_nl_spec, ( ( x >= y || i >= y ) ), Passed, Yes, "[Or(i >= y, x >= y)]",  24,  3.96
84, c_nl_spec, ( x < 0 || y > x || ( x < ( y * y ) && x == ( 0 - 1 ) ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), And(Not(y*y <= x), x == -1))]",  13,  32.25
86, c_nl_spec, ( x < 0 || y > x || ( x < ( y * y ) && x == ( 0 - 1 ) ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), And(Not(y*y <= x), x == -1))]",  13,  32.49
87, c_nl_spec, ( ( lock == 1 && x == ( 0 + y ) ) ), Passed, Yes, "[]",  19,  29.70
97, c_nl_spec, ( ( y == ( i - x ) && j < j ) || ( j >= j && y == ( 0 * x ) ) || ( y <= ( y - 0 ) && y >= 2 ) ), Passed, Yes, "[Or(y >= 2, y == 0)]",  16,  15.32
107, c_nl_spec, ( m > ( 1 - 1 ) ), Failed, No, "[Not(m <= 0)]",  12, 0.0
111, c_nl_spec, ( ( sn < ( sn + 0 ) || i >= ( sn + 1 ) ) && sn >= ( 0 * 0 ) && ( n < ( i + 1 ) || i >= ( i * sn ) ) ), Failed, No, "[i >= 1 + sn, sn >= 0, Or(Not(i <= -1 + n), i >= i*sn)]",  21, 0.0
113, c_nl_spec, ( ( sn < ( sn + 0 ) || i >= ( sn + 1 ) ) && sn >= ( 0 * 0 ) && ( n < ( i + 1 ) || i >= ( i * sn ) ) ), Failed, No, "[i >= 1 + sn, sn >= 0, Or(Not(i <= -1 + n), i >= i*sn)]",  21, 0.0
118, c_nl_spec, ( size == 1 || ( i > ( 0 + 0 ) && sn <= ( size - size ) ) || ( sn > i && sn >= ( 1 - i ) ) ), Failed, No, "[Or(size == 1,
    And(Not(i <= 0), sn <= 0),
    And(Not(sn <= i), sn >= 1 + -1*i))]",  14, 0.0
119, c_nl_spec, ( size == 1 || ( i > ( 0 + 0 ) && sn <= ( size - size ) ) || ( sn > i && sn >= ( 1 - i ) ) ), Failed, No, "[Or(size == 1,
    And(Not(i <= 0), sn <= 0),
    And(Not(sn <= i), sn >= 1 + -1*i))]",  14, 0.0
121, c_nl_spec, ( ( i <= ( 1 - sn ) || i >= ( sn - sn ) ) && ( i == ( sn - sn ) || i <= ( 1 + sn ) ) && ( i <= ( 8 - sn ) || i >= ( 10000 * sn ) ) ), Failed, No, "[Or(i >= 0, i <= 1 + -1*sn),
 Or(i == 0, i <= 1 + sn),
 Or(i <= 8 + -1*sn, i >= 10000*sn)]",  27, 0.0
122, c_nl_spec, ( size == 1 || ( i > ( 0 + 0 ) && sn <= ( size - size ) ) || ( sn > i && sn >= ( 1 - i ) ) ), Failed, No, "[Or(size == 1,
    And(Not(i <= 0), sn <= 0),
    And(Not(sn <= i), sn >= 1 + -1*i))]",  14, 0.0
123, c_nl_spec, ( size == 1 || ( i > ( 0 + 0 ) && sn <= ( size - size ) ) || ( sn > i && sn >= ( 1 - i ) ) ), Failed, No, "[Or(size == 1,
    And(Not(i <= 0), sn <= 0),
    And(Not(sn <= i), sn >= 1 + -1*i))]",  14, 0.0
125, c_nl_spec, ( ( j == 1 || x == i ) && x > ( y - 1 ) ), Failed, No, "[Or(j == 1, x == i), Not(x <= -1 + y)]",  14, 0.0
131, c_nl_spec, ( d2 == d3 && d1 == ( d3 - 0 ) ), Failed, No, "[]",  19, 0.0
31, c_nl_spec, ( x > ( 0 * x ) ), Failed, No, "[Not(x <= 0)]",  8, 0.0
66, c_nl_spec, ( x > ( y + y ) || y <= 1 || x <= 100 ), Failed, No, "[Or(x <= 100, y <= 1, Not(x <= 2*y))]",  14, 0.0
67, c_nl_spec, ( n >= n || ( n <= y && x == 1 ) ), Failed, No, "[]",  11, 0.0
69, c_nl_spec, ( n >= n || ( n <= y && x == 1 ) ), Failed, No, "[]",  11, 0.0
72, c_nl_spec, ( ( y >= ( c * y ) && y > ( 36 + 36 ) ) ), Failed, No, "[y >= c*y, Not(y <= 72)]",  33, 0.0
90, c_nl_spec, ( ( x < ( y * y ) && y >= ( lock + 0 ) ) || y > ( lock * 1 ) || ( y > ( lock + 0 ) && lock == 1 ) ), Failed, No, "[Or(And(Not(y*y <= x), y >= lock),
    And(Not(y <= lock), lock == 1),
    Not(y <= lock))]",  18, 0.0
