Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
18, fuzz_spec, ( ( n < ( 10000 + 10000 ) || m < -10000 ) && m >= 1 && ( m <= ( 10000 * -10000 ) || n < ( x + n ) ) ), Passed, Yes, "None",  17,  46.98
19, fuzz_spec, ( m <= ( n - 1 ) || x >= ( m + x ) ), Passed, Yes, "[Or(0 >= m, m <= -1 + n)]",  34,  185.60
20, fuzz_spec, ( ( x >= ( 0 - x ) && m >= 0 ) ), Passed, Yes, "[x >= 0, m >= 0]",  20,  53.60
21, fuzz_spec, ( n >= ( m * n ) || ( n > ( 1 - n ) && n > ( x + m ) ) ), Failed, Yes, "[Or(n >= m*n, And(Not(n <= 0), Not(n <= x + m)))]",  15,  79.46
22, fuzz_spec, ( m <= x && ( x >= x || x > ( x * x ) ) && n > ( n - m ) ), Passed, Yes, "[m <= x, Not(m <= 0)]",  19,  98.84
28, fuzz_spec, ( ( n == ( x - 0 ) || n <= ( x + 1 ) ) ), Failed, Yes, "[Or(n == x, n <= 1 + x)]",  8,  12.57
29, fuzz_spec, ( ( n <= ( x - 0 ) || x >= ( 0 + 0 ) ) ), Passed, Yes, "[Or(n <= x, x >= 0)]",  13,  49.55
2, fuzz_spec, ( ( y < 1000 || y > y ) ), Failed, Yes, "[Not(1000 <= y)]",  13,  19.82
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  13,  27.16
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  14,  19.53
36, fuzz_spec, ( c >= ( c * 0 ) && c <= ( 0 + 40 ) ), Passed, Yes, "[c >= 0, c <= 40]",  14,  67.20
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  19.94
38, fuzz_spec, ( ( c <= ( n * 1 ) || n <= 0 ) && n >= n ), Failed, Yes, "[Or(c <= n, n <= 0)]",  4,  5.40
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.39
3, fuzz_spec, ( y <= ( 0 + z ) || ( x < ( z - x ) && y < ( z - x ) ) || x < ( 1 + 1 ) ), Passed, Yes, "[Or(y <= z,
    And(Not(z + -2*x <= 0), Not(z + -1*x <= y)),
    Not(2 <= x))]",  30,  470.77
40, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  20.20
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  20.10
4, fuzz_spec, ( x < 500 ), Failed, Yes, "[Not(500 <= x)]",  10,  20.97
51, fuzz_spec, ( c <= ( 4 + 0 ) ), Passed, Yes, "[c <= 4]",  18,  54.52
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  15.83
63, fuzz_spec, ( x <= 10 || ( y == ( 0 - 0 ) && y < 1 ) || ( y >= x && y == ( 0 - 0 ) ) ), Passed, Yes, "[Or(And(y == 0, Not(1 <= y)), x <= 10, And(y >= x, y == 0))]",  13,  80.48
65, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.03
68, fuzz_spec, ( ( x < n || y > -10000 ) && n <= ( 10000 * 10000 ) ), Failed, Yes, "None",  1,  1.33
70, fuzz_spec, ( x == 1 ), Failed, Yes, "[]",  19,  59.94
74, fuzz_spec, ( y >= ( 127 - 1 ) ), Failed, Yes, "[y >= 126]",  2,  2.66
77, fuzz_spec, ( x >= y ), Passed, Yes, "[x >= y]",  11,  25.89
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( x > ( x * y ) && ( y < ( 10 + y ) || x >= ( x + 0 ) ) ), Failed, Yes, "[Not(x <= x*y)]",  1,  1.34
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  14.42
83, fuzz_spec, ( ( y > ( x + y ) && x < ( x - x ) ) || x < ( y + x ) || ( x < ( x * 1 ) && y <= ( 0 + 0 ) ) ), Passed, Yes, "[Or(Not(y <= 0), Not(0 <= x))]",  10,  15.38
85, fuzz_spec, ( y > x ), Passed, Yes, "[Not(y <= x)]",  11,  29.24
88, fuzz_spec, ( ( y >= ( 0 + 1 ) || lock > ( y - 1 ) ) && x < ( lock + y ) && lock <= ( 0 + 1 ) ), Passed, Yes, "[Or(Not(lock <= -1 + y), y >= 1),
 Not(lock + y <= x),
 lock <= 1]",  13,  204.34
8, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.71
96, fuzz_spec, ( ( j >= i || j == ( y - j ) ) && ( y >= i || i == ( i - y ) ) && i == ( i - 0 ) ), Failed, Yes, "[Or(j >= i, 2*j == y), Or(y >= i, y == 0)]",  19,  211.50
98, fuzz_spec, ( ( i <= j && y >= 2 ) || ( i < ( 2 - x ) && x > ( x + y ) ) ), Failed, Yes, "[Or(And(i <= j, y >= 2),
    And(Not(-1*x <= -2 + i), Not(0 <= y)))]",  15,  31.51
9, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.06
