Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  35.87
63, fuzz_spec, ( ( x < ( 10 + 10 ) || x >= ( x - y ) ) ), Failed, Yes, "[Or(Not(20 <= x), y >= 0)]",  17,  59.91
65, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.34
68, fuzz_spec, ( ( x < n || y > -10000 ) && n <= ( 10000 * 10000 ) ), Failed, Yes, "None",  1,  1.36
70, fuzz_spec, ( ( n == ( 1 * 0 ) && n >= ( 0 + x ) ) || y < n || x <= ( 0 + 1 ) ), Passed, Yes, "[Or(And(n == 0, n >= x), Not(n <= y), x <= 1)]",  29,  341.04
74, fuzz_spec, ( z == ( 36 + z ) || ( z == ( y + c ) && y == ( 127 - z ) ) || z >= ( y - c ) ), Failed, Yes, "[Or(And(z == y + c, y == 127 + -1*z), z >= y + -1*c)]",  8,  12.31
77, fuzz_spec, ( i >= ( 0 + 0 ) && x > ( y - 1 ) ), Passed, Yes, "[i >= 0, Not(x <= -1 + y)]",  13,  49.50
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.23
7, fuzz_spec, ( ( y == ( 0 + 10 ) && y > ( x * 10 ) ) || y > 0 || x < ( 10 + 10 ) ), Failed, Yes, "[Or(And(y == 10, Not(y <= 10*x)), Not(y <= 0), Not(20 <= x))]",  12,  18.71
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  5.35
83, fuzz_spec, ( ( y > x && y > 0 ) || ( y > ( x + 1 ) && y > x ) || y > ( 0 * 1 ) ), Failed, Yes, "[Or(And(Not(y <= 1 + x), Not(y <= x)),
    Not(y <= 0),
    And(Not(y <= x), Not(y <= 0)))]",  109,  645.71
85, fuzz_spec, ( y > x && ( x <= ( 10000 * x ) || y == y ) ), Passed, Yes, "[Not(y <= x)]",  9,  43.63
88, fuzz_spec, ( ( lock == ( lock + 1 ) && y <= ( 0 - 0 ) ) || x < ( 0 + y ) || ( y <= ( 0 * 0 ) && x == ( lock - 1 ) ) ), Failed, Yes, "[Or(Not(y <= x), And(y <= 0, x == -1 + lock))]",  13,  48.76
8, fuzz_spec, ( ( x < y || x < ( 10 * 0 ) ) ), Failed, Yes, "[Or(Not(y <= x), Not(0 <= x))]",  7,  9.46
96, fuzz_spec, ( ( y >= i && y <= 1 ) || x >= y ), Failed, Yes, "[Or(x >= y, And(y >= i, y <= 1))]",  22,  108.65
98, fuzz_spec, ( y > 1 || ( j < 0 && i <= ( j * 2 ) ) ), Failed, Yes, "[Or(Not(y <= 1), And(Not(0 <= j), i <= 2*j))]",  9,  13.19
99, fuzz_spec, ( ( y >= 0 || x < ( -10000 + n ) ) && n == ( x + y ) && ( x > -10000 || x <= ( -10000 + n ) ) ), Failed, Yes, "None",  11,  93.64
9, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.10
