Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
132, c_nl_spec, ( i >= 0 || ( i <= ( 48 - 57 ) && j >= ( 57 + j ) ) ), Passed, Yes, "[i >= 0]",  9,  4.44
132, c_spec, ( ( j <= ( j + i ) ) ), Passed, Yes, "[0 <= i]",  12,  82.96
133, c_nl_spec, ( ( x > ( 1 + 0 ) && x < 0 ) || ( x <= ( x + 0 ) && n >= ( x + 0 ) ) ), Passed, Yes, "[Or(And(Not(x <= 1), Not(0 <= x)), n >= x)]",  9,  1.06
133, c_spec, ( ( x < ( 1 + n ) ) ), Passed, Yes, "[Not(n <= -1 + x)]",  19,  5.82
133, fuzz_spec, ( x < ( 1 * 0 ) || n >= ( x + 0 ) ), Failed, Yes, "[Or(Not(0 <= x), n >= x)]",  1,  1.32
13, c_nl_spec, ( x <= ( y + 2 ) || ( x >= ( 0 * x ) && y > ( x * 2 ) ) || ( x < ( y + y ) && x < ( 0 + y ) ) ), Passed, Yes, "[Or(And(x >= 0, Not(y <= 2*x)),
    x <= 2 + y,
    And(Not(2*y <= x), Not(y <= x)))]",  11,  8.47
13, c_spec, ( ( y > ( y - 2 ) ) && ( x <= ( y + 2 ) ) ), Passed, Yes, "[x <= 2 + y]",  21,  9.77
13, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.36
140, fuzz_spec, ( n == ( 0 + n ) ), Failed, Yes, "[]",  7,  108.58
14, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.37
15, fuzz_spec, ( x >= ( m + 0 ) && ( n > ( m * 1 ) || m == 0 ) ), Passed, Yes, "[x >= m, Or(Not(n <= m), m == 0)]",  14,  145.90
16, fuzz_spec, ( n >= ( 0 * x ) || m >= 0 ), Failed, Yes, "[Or(n >= 0, m >= 0)]",  1,  1.32
17, fuzz_spec, ( x >= ( m - 1 ) || n <= 1 || ( m > ( 1 * x ) && x == x ) ), Failed, Yes, "[Or(n <= 1, x >= -1 + m, Not(m <= x))]",  2,  2.69
18, fuzz_spec, ( ( m >= ( 1 * 1 ) || m <= m ) ), Failed, Yes, "[]",  3,  4.04
19, fuzz_spec, ( ( x <= ( n + 0 ) && n < ( n - m ) ) || ( x > ( n - m ) && m <= 1 ) || ( m == ( n + x ) && x == m ) ), Failed, Yes, "[Or(And(m == n + x, x == m),
    And(x <= n, Not(m >= 0)),
    And(Not(x <= n + -1*m), m <= 1))]",  7,  9.53
1, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.37
20, fuzz_spec, ( x >= ( m * 0 ) && m <= m && ( m >= ( x * 0 ) || x == ( m + x ) ) ), Passed, Yes, "[x >= 0, Or(m >= 0, 0 == m)]",  23,  258.56
21, fuzz_spec, ( m < n || n <= ( -10000 * n ) ), Failed, Yes, "None",  17,  144.31
22, fuzz_spec, ( ( m > ( n + 1 ) || m >= 1 ) && x > ( x - x ) ), Passed, Yes, "[Or(Not(m <= 1 + n), m >= 1), Not(x <= 0)]",  28,  153.17
23, fuzz_spec, ( ( j > i && i >= 1 ) ), Failed, Yes, "[Not(j <= i), i >= 1]",  5,  6.74
24, fuzz_spec, ( ( j <= ( 10 * 2 ) || j <= ( 6 * 1 ) ) && ( j < ( 2 + 10 ) || j == ( 6 * 2 ) ) && j > ( 2 + i ) ), Failed, Yes, "[Or(j <= 6, j <= 20),
 Or(Not(12 <= j), j == 12),
 Not(j <= 2 + i)]",  24,  89.38
28, fuzz_spec, ( ( n == x || x >= ( 0 - 0 ) ) && ( x > x || n >= n ) ), Passed, Yes, "[Or(n == x, x >= 0)]",  10,  16.45
29, fuzz_spec, ( x >= ( n - n ) || x >= n || ( x == ( 1 * n ) && x > ( x + x ) ) ), Passed, Yes, "[Or(x >= 0, x >= n, And(x == n, Not(x >= 0)))]",  11,  16.78
2, fuzz_spec, ( y < ( x + x ) && y >= ( -10000 * y ) && x >= ( 1 * y ) ), Passed, Yes, "None",  26,  252.59
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  15,  119.84
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  15,  20.74
36, fuzz_spec, ( ( c >= ( c - c ) || c > c ) && ( c == ( c - c ) || c <= ( 40 - 0 ) ) ), Passed, Yes, "[c >= 0, Or(c == 0, c <= 40)]",  13,  151.91
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  109.91
38, fuzz_spec, ( c < ( n * n ) ), Failed, Yes, "[Not(n*n <= c)]",  2,  2.67
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  108.43
3, fuzz_spec, ( ( x == ( x + 5 ) && y >= ( z + 1 ) ) || x <= ( z - z ) || z >= ( y + 0 ) ), Passed, Yes, "[Or(x <= 0, z >= y)]",  18,  189.98
40, fuzz_spec, ( ( c <= ( n * 1 ) || n <= 0 ) && n >= n ), Failed, Yes, "[Or(c <= n, n <= 0)]",  4,  5.37
41, fuzz_spec, ( n >= ( c * n ) && ( c < 1 || c <= ( 0 * n ) ) ), Failed, Yes, "[n >= c*n, Or(Not(1 <= c), c <= 0)]",  7,  9.41
45, fuzz_spec, ( c < ( 0 * 1 ) || n >= ( c + 1 ) ), Failed, Yes, "[Or(Not(0 <= c), n >= 1 + c)]",  1,  0.30
4, fuzz_spec, ( z >= y || ( x <= ( y - y ) && x >= ( 10000 * x ) ) ), Passed, Yes, "[Or(z >= y, x <= 0)]",  14,  66.34
51, fuzz_spec, ( c <= ( 4 * 1 ) ), Passed, Yes, "[c <= 4]",  21,  333.64
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  6.78
5, fuzz_spec, ( ( size < ( z - 0 ) || size >= ( x - 1 ) ) ), Failed, Yes, "[Or(Not(z <= size), size >= -1 + x)]",  7,  11.10
61, fuzz_spec, ( c < ( n + -1 ) && c == ( c * c ) && ( n > ( 0 * c ) || c > -1 ) ), Failed, Yes, "None",  15,  229.08
62, fuzz_spec, ( ( c < n || c < ( 1 * -1 ) ) ), Failed, Yes, "None",  7,  9.44
63, fuzz_spec, ( ( y >= ( 0 * 0 ) || x < 10 ) ), Passed, Yes, "[Or(y >= 0, Not(10 <= x))]",  15,  29.98
65, fuzz_spec, ( y <= ( x * y ) || y > 0 ), Passed, Yes, "[Or(y <= x*y, Not(y <= 0))]",  14,  22.97
68, fuzz_spec, ( ( y < ( n + 1 ) || y >= ( x * y ) ) ), Passed, Yes, "[Or(Not(n <= -1 + y), y >= x*y)]",  16,  410.99
70, fuzz_spec, ( x <= 1 || x > ( 1 * x ) || y < n ), Passed, Yes, "[Or(x <= 1, Not(n <= y))]",  19,  61.73
74, fuzz_spec, ( z > ( y - y ) && ( c == ( c + 127 ) || z == z ) ), Passed, Yes, "[Not(z <= 0)]",  10,  113.67
77, fuzz_spec, ( ( i > i && x == ( y * 1 ) ) || y <= x || y >= ( y + 1 ) ), Passed, Yes, "[y <= x]",  10,  17.30
79, fuzz_spec, ( ( i <= ( 0 * x ) && y > ( y + 1 ) ) || ( i == ( 0 + i ) && x >= i ) ), Failed, Yes, "[x >= i]",  4,  5.43
7, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.02
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  5.36
85, fuzz_spec, ( ( x < ( -10000 - 0 ) && x >= ( 10000 - x ) ) || y > ( x + 0 ) ), Passed, Yes, "None",  11,  119.35
88, fuzz_spec, ( ( lock == 1 && x >= x ) || y > x ), Passed, Yes, "[Or(lock == 1, Not(y <= x))]",  14,  266.05
8, fuzz_spec, ( ( x == x || y > x ) && ( x == ( y * 20 ) || x < ( 20 + y ) ) ), Failed, Yes, "[Or(Not(y <= -20 + x), x == 20*y)]",  12,  16.67
94, fuzz_spec, ( i >= ( 0 * -10000 ) && j >= ( -10000 * 0 ) ), Failed, Yes, "None",  23,  148.68
95, fuzz_spec, ( ( x >= ( 0 - 1 ) || i <= i ) ), Failed, Yes, "[]",  7,  9.46
96, fuzz_spec, ( ( x >= ( 0 - 1 ) || y <= y ) ), Failed, Yes, "[]",  7,  9.48
98, fuzz_spec, ( ( x < 0 && y <= ( y * 1 ) ) || y == ( 0 + 2 ) ), Failed, Yes, "[Or(Not(0 <= x), y == 2)]",  17,  41.63
99, fuzz_spec, ( ( n == ( 1 + 10000 ) || y < ( 10000 - y ) ) && ( n > ( 1 + 10000 ) || n == ( y + x ) ) ), Failed, Yes, "[Or(Not(y >= 5000), n == 10001),
 Or(Not(n <= 10001), n == y + x)]",  12,  206.36
9, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.03
100, c_nl_spec, ( ( n > ( 1 * 1 ) || y < ( y * x ) ) ), Failed, No, "[Or(Not(n <= 1), Not(x*y <= y))]",  12, 0.0
100, c_spec, ( ( x <= n ) && ( y < ( y - -10000 ) ) && ( y <= n ) ), Failed, No, "None",  14, 0.0
106, c_nl_spec, ( k < ( m + 1 ) || j < ( a * a ) || a == ( a - 10000 ) ), Failed, No, "[Or(Not(a*a <= j), Not(m <= -1 + k))]",  13, 0.0
106, c_spec, ( ( k > ( j - -10000 ) || m < ( 1 + 10000 ) ) ), Failed, No, "None",  7, 0.0
108, c_nl_spec, ( j == 0 || ( k > ( 10000 * c ) && c == 0 ) || ( k == ( 10000 * -10000 ) && k == ( m + j ) ) ), Failed, No, "None",  17, 0.0
108, c_spec, ( ( m <= ( c - 1 ) ) && ( j <= ( c + -10000 ) || k == ( j + k ) ) && ( m >= ( j + 1 ) || j >= ( j - 1 ) ) ), Failed, No, "None",  12, 0.0
109, c_nl_spec, ( ( k <= m && j <= m ) || ( a <= m && c > ( c + 0 ) ) ), Failed, No, "[k <= m, j <= m]",  11, 0.0
109, c_spec, ( ( c <= ( m - 1 ) || m >= ( k - 1 ) ) && ( j <= ( 0 + 0 ) || k <= ( j - 1 ) ) && ( j == 0 ) ), Failed, No, "[Or(c <= -1 + m, m >= -1 + k)]",  12, 0.0
110, c_nl_spec, ( ( sn < ( sn + 0 ) || i >= ( sn + 1 ) ) && sn >= ( 0 * 0 ) && ( n < ( i + 1 ) || i >= ( i * sn ) ) ), Failed, No, "[i >= 1 + sn, sn >= 0, Or(Not(i <= -1 + n), i >= i*sn)]",  21, 0.0
110, c_spec, ( ( n > ( 0 - n ) || sn == 0 ) && ( sn >= sn || sn > ( 0 - i ) ) && ( n >= n || sn >= n ) ), Failed, No, "[Or(Not(n <= 0), sn == 0)]",  32, 0.0
112, c_nl_spec, ( ( sn < ( sn + 0 ) || i >= ( sn + 1 ) ) && sn >= ( 0 * 0 ) && ( n < ( i + 1 ) || i >= ( i * sn ) ) ), Failed, No, "[i >= 1 + sn, sn >= 0, Or(Not(i <= -1 + n), i >= i*sn)]",  21, 0.0
112, c_spec, ( ( n > ( 0 - n ) || sn == 0 ) && ( sn >= sn || sn > ( 0 - i ) ) && ( n >= n || sn >= n ) ), Failed, No, "[Or(Not(n <= 0), sn == 0)]",  32, 0.0
120, c_nl_spec, ( sn == ( i - 1 ) && ( sn <= ( 8 - 1 ) || i == ( 0 - 0 ) ) ), Failed, No, "[Or(i <= 8, i == 0)]",  21, 0.0
120, c_spec, ( ( i < ( 1 + 1 ) ) ), Failed, No, "[Not(2 <= i)]",  61, 0.0
121, c_nl_spec, ( ( i <= ( 1 - sn ) || i >= ( sn - sn ) ) && ( i == ( sn - sn ) || i <= ( 1 + sn ) ) && ( i <= ( 8 - sn ) || i >= ( 10000 * sn ) ) ), Failed, No, "[Or(i >= 0, i <= 1 + -1*sn),
 Or(i == 0, i <= 1 + sn),
 Or(i <= 8 + -1*sn, i >= 10000*sn)]",  27, 0.0
121, c_spec, ( ( i <= ( 8 - i ) ) ), Failed, No, "[i <= 4]",  30, 0.0
124, c_nl_spec, ( i >= -10000 && ( x < ( x - x ) || j < ( x + i ) ) && ( j > ( j - 10000 ) || y < ( x - x ) ) ), Failed, No, "None",  12, 0.0
124, c_spec, ( ( y <= 0 || x > ( i + i ) ) && ( y > -10000 || i == ( 10000 - y ) ) && ( i >= ( i + j ) ) ), Failed, No, "None",  20, 0.0
130, c_nl_spec, ( ( d2 == 1 || d3 > ( d1 + d3 ) ) && ( x1 == d2 || d2 > ( d2 + d3 ) ) ), Failed, No, "[Or(d2 == 1, Not(0 <= d1)), Or(x1 == d2, Not(0 <= d3))]",  24, 0.0
130, c_spec, ( ( d2 >= 1 ) && ( d1 > ( 1 - d3 ) ) ), Failed, No, "[d2 >= 1, Not(d1 <= 1 + -1*d3)]",  27, 0.0
132, c_spec, ( ( i >= ( 0 - i ) || t >= t ) ), Failed, No, "[]",  11, 0.0
140, c_spec, ( ( i == sum ) && ( n > ( n - 2 ) ) ), Failed, No, "[]",  21, 0.0
