Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
70, fuzz_spec, ( n > x || ( n > y && n > ( 1 - x ) ) || x == 1 ), Failed, Yes, "[Or(x == 1,
    And(Not(n <= y), Not(n <= 1 + -1*x)),
    Not(n <= x))]",  18,  88.24
74, fuzz_spec, ( ( z >= ( 36 + 127 ) && y <= ( z - 0 ) ) ), Passed, Yes, "[z >= 163, y <= z]",  10,  19.79
77, fuzz_spec, ( ( y >= ( 1 * x ) || i <= ( i - 0 ) ) && x >= y ), Passed, Yes, "[x >= y]",  13,  26.17
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.43
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  5.37
83, fuzz_spec, ( y > ( x + y ) || x < ( x * y ) ), Failed, Yes, "[Or(Not(0 <= x), Not(x*y <= x))]",  12,  26.70
85, fuzz_spec, ( ( x > ( x - y ) || x < ( 1 * 0 ) ) && ( y <= y || x < ( y + 1 ) ) ), Passed, Yes, "[Or(Not(y <= 0), Not(0 <= x))]",  8,  18.17
88, fuzz_spec, ( lock == 1 || ( lock > ( 1 * lock ) && x > lock ) || ( y <= ( 1 * y ) && x < y ) ), Passed, Yes, "[Or(lock == 1, Not(y <= x))]",  17,  576.19
89, fuzz_spec, ( ( x < ( y * 1 ) || lock == ( 1 + 0 ) ) ), Passed, Yes, "[Or(Not(y <= x), lock == 1)]",  16,  368.79
8, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.35
96, fuzz_spec, ( ( j == ( i + 0 ) && y == ( 1 + 0 ) ) ), Passed, Yes, "[]",  15,  91.51
98, fuzz_spec, ( y >= 2 ), Passed, Yes, "[y >= 2]",  13,  27.80
9, fuzz_spec, ( y >= ( x - 2 ) ), Passed, Yes, "[y >= -2 + x]",  13,  31.00
