Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
57, fuzz_spec, ( n > ( n * c ) && ( c < ( 1 + c ) || n >= ( n + 0 ) ) ), Passed, Yes, "[Not(n <= c*n)]",  1,  10.42
58, fuzz_spec, ( ( c >= ( 0 + 0 ) && n == ( n - 0 ) ) || n > ( 1 + n ) || c >= ( 0 + 1 ) ), Passed, Yes, "[Or(c >= 0, c >= 1)]",  12,  32.06
59, fuzz_spec, ( ( c <= n || n == ( n - 1 ) ) && ( c <= 1 || n >= ( c - 1 ) ) && n > ( 0 * 0 ) ), Passed, Yes, "[c <= n, Or(c <= 1, n >= -1 + c), Not(n <= 0)]",  12,  37.46
5, fuzz_spec, ( y <= ( z - 0 ) || y >= ( x + y ) ), Passed, Yes, "[Or(y <= z, 0 >= x)]",  21,  237.87
60, fuzz_spec, ( c >= ( n * 0 ) && n > ( 0 * c ) ), Passed, Yes, "[c >= 0, Not(n <= 0)]",  7,  18.83
63, fuzz_spec, ( y >= ( x * 0 ) || ( y <= ( 0 * 10 ) && x <= 10 ) ), Passed, Yes, "[Or(y >= 0, And(y <= 0, x <= 10))]",  11,  29.42
65, fuzz_spec, ( ( y == ( 0 + 1 ) && y > ( x * 1 ) ) || y > 0 || x < ( 1 + 1 ) ), Failed, Yes, "[Or(And(y == 1, Not(y <= x)), Not(y <= 0), Not(2 <= x))]",  9,  14.82
66, fuzz_spec, ( ( x <= 1 || y < 100 ) && y <= ( 1 * y ) ), Passed, Yes, "[Or(x <= 1, Not(100 <= y))]",  14,  81.64
67, fuzz_spec, ( ( x == 1 || y >= ( 0 * n ) ) ), Passed, Yes, "[Or(x == 1, y >= 0)]",  13,  41.41
69, fuzz_spec, ( ( y >= ( x - x ) && n >= n ) || x <= 1 ), Passed, Yes, "[Or(x <= 1, y >= 0)]",  14,  58.30
71, fuzz_spec, ( ( z >= ( 36 + 127 ) && y <= ( z - 0 ) ) ), Passed, Yes, "[z >= 163, y <= z]",  8,  22.17
73, fuzz_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  9,  21.46
74, fuzz_spec, ( ( c > ( 0 - 1 ) || z == ( c - z ) ) && ( y >= ( 127 + z ) || z >= ( 1 * 0 ) ) && c >= ( c - z ) ), Passed, Yes, "[Or(Not(c <= -1), 2*z == c), z >= 0]",  9,  24.64
76, fuzz_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  9,  21.48
77, fuzz_spec, ( x >= ( 0 + y ) || ( y > i && x >= ( y - 0 ) ) ), Passed, Yes, "[Or(x >= y, And(Not(y <= i), x >= y))]",  14,  39.81
78, fuzz_spec, ( i >= 0 ), Passed, Yes, "[i >= 0]",  15,  36.29
79, fuzz_spec, ( ( x >= y || i >= y ) ), Passed, Yes, "[Or(i >= y, x >= y)]",  19,  37.38
7, fuzz_spec, ( y >= ( x * 20 ) || ( y > ( 0 + x ) && x < ( 0 * 20 ) ) || y > ( x - 10 ) ), Failed, Yes, "[Or(Not(y <= -10 + x),
    y >= 20*x,
    And(Not(y <= x), Not(0 <= x)))]",  11,  27.47
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  14.47
81, fuzz_spec, ( i == ( i - 0 ) && ( i == ( 1 - 1 ) || i > ( x - x ) ) && i >= ( x - x ) ), Passed, Yes, "[Or(Not(i <= 0), i == 0), i >= 0]",  14,  53.64
82, fuzz_spec, ( ( x < ( 1 + x ) && i >= 0 ) || ( y < ( x * 0 ) && x >= 0 ) ), Passed, Yes, "[Or(i >= 0, And(Not(0 <= y), x >= 0))]",  9,  23.40
84, fuzz_spec, ( y > ( 0 + x ) || ( y < ( y * x ) && x <= -50 ) ), Passed, Yes, "None",  10,  39.82
85, fuzz_spec, ( x < y ), Passed, Yes, "[Not(y <= x)]",  10,  26.18
87, fuzz_spec, ( ( y == ( 1 + x ) || lock == 1 ) ), Passed, Yes, "[Or(lock == 1, y == 1 + x)]",  18,  239.80
8, fuzz_spec, ( ( x == x || y > x ) && ( x == ( y * 20 ) || x < ( 20 + y ) ) ), Failed, Yes, "[Or(Not(y <= -20 + x), x == 20*y)]",  16,  31.24
92, fuzz_spec, ( x >= 0 && ( y > ( 0 * 0 ) || y >= 0 ) && ( y == 0 || x == x ) ), Passed, Yes, "[x >= 0, Or(Not(y <= 0), y >= 0)]",  3,  13.22
96, fuzz_spec, ( ( x == x || y >= ( y + j ) ) && j == ( i * y ) ), Passed, Yes, "[]",  15,  187.93
97, fuzz_spec, ( y >= ( 0 + 2 ) && ( i <= ( y + 0 ) || x < ( 1 + x ) ) && ( y >= ( 0 - 0 ) || x > ( y * 2 ) ) ), Passed, Yes, "[y >= 2, Or(Not(x <= 2*y), y >= 0)]",  19,  92.94
98, fuzz_spec, ( y > ( 2 - y ) ), Passed, Yes, "[Not(y <= 1)]",  11,  35.64
9, fuzz_spec, ( ( x == 0 && y >= 0 ) || y > ( x - 4 ) ), Passed, Yes, "[Or(And(x == 0, y >= 0), Not(y <= -4 + x))]",  16,  38.84
