Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
17, fuzz_spec, ( ( x <= ( 1 * 1 ) && n < 1 ) || ( n >= n && x >= ( x + 1 ) ) ), Failed, Yes, "[x <= 1, Not(1 <= n)]",  3,  4.05
18, fuzz_spec, ( ( n >= ( x - -10000 ) && x > x ) || ( n > -10000 && m >= 1 ) ), Failed, Yes, "None",  10,  27.46
19, fuzz_spec, ( m < n || m == ( n * 0 ) ), Passed, Yes, "[Or(Not(n <= m), m == 0)]",  32,  376.62
20, fuzz_spec, ( x >= 0 && ( x <= ( m + x ) || x <= ( m + 0 ) ) ), Passed, Yes, "[x >= 0, Or(0 <= m, x <= m)]",  13,  39.75
21, fuzz_spec, ( ( n >= ( 10000 * 10000 ) || n <= n ) ), Failed, Yes, "[]",  3,  4.05
22, fuzz_spec, ( ( m > ( 1 - 1 ) && m > ( m - x ) ) || ( x <= ( 1 - 1 ) && n <= ( n - 1 ) ) || ( m > ( x - 1 ) && m == ( n - 1 ) ) ), Failed, Yes, "[Or(And(Not(m <= -1 + x), m == -1 + n),
    And(Not(m <= 0), Not(x <= 0)))]",  22,  90.66
28, fuzz_spec, ( n < ( 0 * 0 ) || x >= 0 ), Passed, Yes, "[Or(Not(0 <= n), x >= 0)]",  12,  33.71
29, fuzz_spec, ( x >= ( 0 * 0 ) || n < x || n == x ), Passed, Yes, "[Or(x >= 0, n == x, Not(x <= n))]",  11,  28.15
2, fuzz_spec, ( ( y < 1000 || x >= ( 10000 - y ) ) && ( y < 1 || y >= ( -10000 * y ) ) ), Failed, Yes, "None",  19,  48.99
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  13,  27.45
35, fuzz_spec, ( ( c <= c || c < ( c + 1 ) ) && ( c >= ( c - c ) || c > ( c - 0 ) ) ), Passed, Yes, "[c >= 0]",  13,  45.94
36, fuzz_spec, ( c <= ( 40 + 0 ) && c >= ( c - c ) ), Passed, Yes, "[c <= 40, c >= 0]",  16,  55.38
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  19.83
38, fuzz_spec, ( c < ( n * n ) ), Failed, Yes, "[Not(n*n <= c)]",  2,  2.70
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.41
3, fuzz_spec, ( ( z > ( y - 1 ) || x >= ( x * 5 ) ) ), Passed, Yes, "[Or(Not(z <= -1 + y), x <= 0)]",  15,  125.74
40, fuzz_spec, ( ( c > ( 0 + 1 ) && c < 1 ) || ( c <= ( c + 1 ) && n >= ( c + 1 ) ) ), Failed, Yes, "[Or(And(Not(c <= 1), Not(1 <= c)), n >= 1 + c)]",  8,  11.25
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  10,  22.84
4, fuzz_spec, ( ( z == x || x < ( 500 + 0 ) ) ), Failed, Yes, "[Or(z == x, Not(500 <= x))]",  10,  17.12
51, fuzz_spec, ( c < ( 4 + 1 ) ), Passed, Yes, "[Not(5 <= c)]",  18,  39.12
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  15.82
63, fuzz_spec, ( x <= ( 1 + 1 ) || y > ( 1 - y ) || ( y < ( 0 + x ) && y == ( y + y ) ) ), Passed, Yes, "[Or(x <= 2, And(Not(x <= y), y == 0), Not(y <= 0))]",  19,  67.50
65, fuzz_spec, ( x <= ( 1 + 100 ) || y < ( x * y ) ), Failed, Yes, "[Or(Not(x*y <= y), x <= 101)]",  7,  11.73
68, fuzz_spec, ( ( n >= ( 0 * 0 ) && y < n ) || ( n < x && y >= ( y + y ) ) || x <= ( 1 + 0 ) ), Passed, Yes, "[Or(And(n >= 0, Not(n <= y)),
    x <= 1,
    And(Not(x <= n), y <= 0))]",  17,  169.17
70, fuzz_spec, ( x == 1 || n <= ( 1 + 1 ) ), Failed, Yes, "[Or(x == 1, n <= 2)]",  10,  28.69
74, fuzz_spec, ( y < ( z + 1 ) && ( y <= y || c < ( 0 + z ) ) ), Failed, Yes, "[Not(z <= -1 + y)]",  9,  13.29
77, fuzz_spec, ( y <= ( x + x ) && ( i >= ( x - y ) || i == ( 0 * x ) ) && ( y >= ( x * i ) || i > ( i + y ) ) ), Failed, Yes, "[y <= 2*x,
 Or(i >= x + -1*y, i == 0),
 Or(y >= i*x, Not(0 <= y))]",  15,  34.52
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( x == ( 10 + y ) || x < ( 10 - 0 ) || x <= ( y * 20 ) ), Failed, Yes, "[Or(x == 10 + y, Not(10 <= x), x <= 20*y)]",  13,  21.16
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  5.38
83, fuzz_spec, ( ( y >= ( 1 - 0 ) || x > ( x + 1 ) ) && y > 0 ), Failed, Yes, "[y >= 1, Not(y <= 0)]",  49,  685.92
85, fuzz_spec, ( x < y || y == ( -15000 - x ) ), Failed, Yes, "None",  11,  29.61
89, fuzz_spec, ( ( x < ( lock + y ) && lock < ( 1 + 1 ) ) ), Passed, Yes, "[Not(lock + y <= x), Not(2 <= lock)]",  14,  190.04
8, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.40
96, fuzz_spec, ( y >= ( 0 - i ) && ( y == 0 || j >= i ) ), Failed, Yes, "[y >= -1*i, Or(y == 0, j >= i)]",  16,  60.36
98, fuzz_spec, ( ( y >= 2 || y <= ( x - 1 ) ) ), Failed, Yes, "[Or(y >= 2, y <= -1 + x)]",  15,  32.58
99, fuzz_spec, ( y == ( n - x ) ), Passed, Yes, "[]",  12,  95.95
9, fuzz_spec, ( y > ( x - 4 ) || x == ( 0 * x ) || ( x <= ( 0 + 4 ) && x > x ) ), Failed, Yes, "[Or(Not(y <= -4 + x), x == 0)]",  14,  91.99
