Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
22, fuzz_spec, ( m >= 1 && ( x > ( 1 - 1 ) || x > 1 ) ), Passed, Yes, "[m >= 1, Or(Not(x <= 0), Not(x <= 1))]",  16,  41.70
28, fuzz_spec, ( ( n == ( n - 0 ) && n == ( 1 * x ) ) ), Failed, Yes, "[]",  7,  9.71
29, fuzz_spec, ( n == ( x + 0 ) || x > ( 1 - x ) || ( x >= ( x * 1 ) && x >= ( 0 + 0 ) ) ), Passed, Yes, "[Or(x >= 0, n == x, Not(x <= 0))]",  8,  15.37
2, fuzz_spec, ( y == y || x <= ( 1 - 0 ) ), Failed, Yes, "[]",  10,  15.20
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  13,  22.16
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  12,  16.77
36, fuzz_spec, ( ( c >= ( c - c ) && c <= 40 ) ), Passed, Yes, "[c >= 0, c <= 40]",  16,  80.64
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  14.94
38, fuzz_spec, ( c == ( n * 0 ) || ( c <= c && n > ( c * 0 ) ) || ( n == ( 0 - 0 ) && c == ( c + 0 ) ) ), Failed, Yes, "[Or(c == 0, Not(n <= 0), n == 0)]",  7,  10.21
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.39
3, fuzz_spec, ( ( y >= ( 0 - y ) && x < 1 ) || y <= ( 0 + z ) || ( x == ( x - x ) && z <= 1 ) ), Passed, Yes, "[Or(And(x == 0, z <= 1), y <= z, And(y >= 0, Not(1 <= x)))]",  25,  219.22
40, fuzz_spec, ( c < ( 0 * 1 ) || n >= ( c + 1 ) ), Failed, Yes, "[Or(Not(0 <= c), n >= 1 + c)]",  1,  1.33
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  11.07
4, fuzz_spec, ( ( x < ( 500 - x ) && x == x ) ), Failed, Yes, "[Not(x >= 250)]",  16,  81.68
51, fuzz_spec, ( c <= ( 4 + 0 ) ), Passed, Yes, "[c <= 4]",  18,  43.27
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  10.81
63, fuzz_spec, ( ( y >= ( y + 1 ) && y > ( x - 1 ) ) || ( y >= ( 10 - 10 ) && y <= ( 1 + 1 ) ) || x <= 10 ), Passed, Yes, "[Or(x <= 10, And(y >= 0, y <= 2))]",  18,  111.14
65, fuzz_spec, ( ( x <= x && y <= ( y * 100 ) ) || ( x < 100 && x < ( 100 * 1 ) ) || ( x < 100 && x <= ( x - 1 ) ) ), Passed, Yes, "[Or(Not(100 <= x), y >= 0)]",  14,  23.27
68, fuzz_spec, ( ( x > 0 && y >= x ) || n >= ( x + 0 ) || ( y <= 0 && y <= 1 ) ), Failed, Yes, "[Or(And(y <= 0, y <= 1), And(Not(x <= 0), y >= x), n >= x)]",  8,  18.66
70, fuzz_spec, ( x <= ( n - 0 ) || y < ( 0 + 1 ) || x == ( 1 * 1 ) ), Passed, Yes, "[Or(x <= n, Not(1 <= y), x == 1)]",  35,  619.88
74, fuzz_spec, ( ( c <= ( c - y ) && c <= 0 ) || ( z >= ( y - c ) && y >= ( 0 - c ) ) ), Failed, Yes, "[Or(And(y <= 0, c <= 0), And(z >= y + -1*c, y >= -1*c))]",  8,  11.22
77, fuzz_spec, ( ( y >= ( 0 * 0 ) && y <= ( x + 0 ) ) ), Passed, Yes, "[y >= 0, y <= x]",  13,  29.33
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( x > ( x * y ) && ( y < ( 10 + y ) || x >= ( x + 0 ) ) ), Failed, Yes, "[Not(x <= x*y)]",  1,  1.33
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  9.43
83, fuzz_spec, ( ( y >= 1 || x < ( x * y ) ) ), Passed, Yes, "[Or(y >= 1, Not(x*y <= x))]",  7,  11.63
85, fuzz_spec, ( y > x && ( y >= y || x <= x ) ), Passed, Yes, "[Not(y <= x)]",  12,  27.02
89, fuzz_spec, ( ( x < ( y + lock ) && lock <= ( 1 - 0 ) ) || lock == ( 1 * 1 ) || ( lock >= ( 10000 * lock ) && lock == ( 1 * 1 ) ) ), Passed, Yes, "[Or(And(Not(y + lock <= x), lock <= 1),
    And(lock <= 0, lock == 1),
    lock == 1)]",  22,  395.00
8, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.65
96, fuzz_spec, ( i > ( i + i ) || ( y < ( 1 - 0 ) && j < ( 1 + 1 ) ) || ( y >= ( i * 0 ) && j >= ( 1 * i ) ) ), Failed, Yes, "[Or(Not(i >= 0),
    And(y >= 0, j >= i),
    And(Not(1 <= y), Not(2 <= j)))]",  22,  137.62
98, fuzz_spec, ( i <= ( x + 2 ) || ( y >= i && x < ( y - 1 ) ) ), Failed, Yes, "[Or(i <= 2 + x, And(y >= i, Not(y <= 1 + x)))]",  11,  19.27
99, fuzz_spec, ( y == ( n - x ) ), Passed, Yes, "[]",  13,  340.91
9, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.00
