Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
4, fuzz_spec, ( ( z >= y || x == ( x * 0 ) ) ), Passed, Yes, "[Or(z >= y, x == 0)]",  14,  73.77
51, fuzz_spec, ( c < ( 4 + 1 ) ), Passed, Yes, "[Not(5 <= c)]",  18,  41.59
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  16.33
63, fuzz_spec, ( ( x <= ( y + 10 ) || x >= ( y + y ) ) && ( y >= 0 || x <= 10 ) ), Passed, Yes, "[Or(x <= 10 + y, x >= 2*y), Or(y >= 0, x <= 10)]",  15,  76.60
70, fuzz_spec, ( ( x <= 1 || n > ( y + 0 ) ) ), Passed, Yes, "[Or(x <= 1, Not(n <= y))]",  20,  221.83
74, fuzz_spec, ( ( y > 36 && z >= ( y - 36 ) ) || c < ( c + z ) ), Passed, Yes, "[Or(Not(z <= 0), And(Not(y <= 36), z >= -36 + y))]",  15,  35.83
77, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  18,  53.80
79, fuzz_spec, ( ( x < ( 1 + x ) && i >= 0 ) || ( y < ( x * 0 ) && x >= 0 ) ), Passed, Yes, "[Or(i >= 0, And(Not(0 <= y), x >= 0))]",  9,  24.27
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  14.86
11, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, No, "[Or(Not(y <= x*y), 0 <= x)]",  18, 0.0
120, fuzz_spec, ( ( sn <= ( 1 + 8 ) && i < ( 0 - 8 ) ) || ( sn < ( 1 + 8 ) && i < ( 8 - 1 ) ) ), Failed, No, "[Or(And(sn <= 9, Not(-8 <= i)),
    And(Not(9 <= sn), Not(7 <= i)))]",  22, 0.0
13, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, No, "[Or(Not(y <= x*y), 0 <= x)]",  18, 0.0
14, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, No, "[Or(y <= 0, x >= 0)]",  17, 0.0
16, fuzz_spec, ( ( n <= ( 1 - 1 ) && x > ( m - 1 ) ) || ( n >= ( 1 + x ) && n == n ) || x <= n ), Failed, No, "[Or(n >= 1 + x, x <= n, And(n <= 0, Not(x <= -1 + m)))]",  25, 0.0
19, fuzz_spec, ( ( m <= ( 0 * x ) && n > ( n + 1 ) ) || ( m == ( 0 + m ) && x >= m ) ), Failed, No, "[x >= m]",  25, 0.0
20, fuzz_spec, ( n >= ( 0 * x ) || m >= 0 ), Failed, No, "[Or(n >= 0, m >= 0)]",  17, 0.0
4, fuzz_spec, ( x < ( 500 + 0 ) && ( x <= ( y * z ) || z >= ( y * z ) ) ), Failed, No, "[Not(500 <= x), Or(x <= y*z, z >= y*z)]",  19, 0.0
63, fuzz_spec, ( ( y > ( 0 - x ) || x < ( 0 + 10 ) ) ), Failed, No, "[Or(Not(y <= -1*x), Not(10 <= x))]",  15, 0.0
70, fuzz_spec, ( n == ( x * n ) || n < ( 1 * 1 ) ), Failed, No, "[Or(n == n*x, Not(1 <= n))]",  33, 0.0
83, fuzz_spec, ( ( y < ( x + x ) || y > ( 0 + -5000 ) ) && ( y > ( 0 + 1 ) || y > ( 1 - 1 ) ) ), Failed, No, "None",  55, 0.0
