Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  12,  16.83
36, fuzz_spec, ( ( c == ( 0 - c ) && c <= c ) || ( c <= ( 40 * 1 ) && c >= ( c - c ) ) ), Passed, Yes, "[Or(c == 0, And(c <= 40, c >= 0))]",  18,  157.35
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  29.95
38, fuzz_spec, ( ( c <= ( n * 1 ) || n <= 0 ) && n >= n ), Failed, Yes, "[Or(c <= n, n <= 0)]",  4,  5.46
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.41
3, fuzz_spec, ( x < ( 0 + 5 ) || y < ( 1 + z ) || ( y < ( 5 + 0 ) && y >= ( x + 0 ) ) ), Passed, Yes, "[Or(Not(5 <= x), Not(z <= -1 + y), And(Not(5 <= y), y >= x))]",  16,  73.48
40, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  7,  28.80
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  30.03
4, fuzz_spec, ( ( y > ( 10000 + z ) || x < 10000 ) && ( y == x || x <= ( 500 - z ) ) ), Failed, Yes, "[Or(Not(y <= 10000 + z), Not(10000 <= x)),
 Or(y == x, x <= 500 + -1*z)]",  11,  19.35
51, fuzz_spec, ( c <= ( 4 * 1 ) ), Passed, Yes, "[c <= 4]",  21,  94.45
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  25.85
63, fuzz_spec, ( x <= ( 10 + 1 ) ), Failed, Yes, "[x <= 11]",  12,  22.81
65, fuzz_spec, ( x <= ( 100 + 100 ) || ( y == 0 && y <= ( y + 0 ) ) ), Failed, Yes, "[Or(x <= 200, y == 0)]",  14,  41.86
68, fuzz_spec, ( ( x < n || y > -10000 ) && n <= ( 10000 * 10000 ) ), Failed, Yes, "None",  1,  1.41
70, fuzz_spec, ( x == 1 ), Failed, Yes, "[]",  10,  35.94
74, fuzz_spec, ( ( c > ( 0 - 1 ) || z == ( c - z ) ) && ( y >= ( 127 + z ) || z >= ( 1 * 0 ) ) && c >= ( c - z ) ), Passed, Yes, "[Or(Not(c <= -1), 2*z == c), z >= 0]",  11,  18.01
77, fuzz_spec, ( x >= y ), Passed, Yes, "[x >= y]",  17,  44.19
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.37
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  24.45
83, fuzz_spec, ( ( y >= 1 || x < ( x * y ) ) ), Passed, Yes, "[Or(y >= 1, Not(x*y <= x))]",  7,  12.05
85, fuzz_spec, ( ( y > x || x < ( 0 * x ) ) ), Passed, Yes, "[Or(Not(y <= x), Not(0 <= x))]",  17,  58.21
88, fuzz_spec, ( x < y ), Failed, Yes, "[Not(y <= x)]",  13,  48.29
89, fuzz_spec, ( lock == ( 1 * 1 ) || y < y || x < y ), Passed, Yes, "[Or(lock == 1, Not(y <= x))]",  19,  518.76
8, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.34
96, fuzz_spec, ( ( x >= ( 0 - 1 ) || y <= y ) ), Failed, Yes, "[]",  7,  9.60
98, fuzz_spec, ( i <= ( x + 2 ) || ( y >= i && x < ( y - 1 ) ) ), Failed, Yes, "[Or(i <= 2 + x, And(y >= i, Not(y <= 1 + x)))]",  11,  19.23
99, fuzz_spec, ( x == ( n - y ) || ( n >= ( -10000 - 0 ) && n == ( -10000 * 10000 ) ) ), Passed, Yes, "None",  10,  143.68
9, fuzz_spec, ( x == ( 2 + y ) || x < ( 2 - 0 ) || x <= ( y * 4 ) ), Failed, Yes, "[Or(x == 2 + y, Not(2 <= x), x <= 4*y)]",  12,  20.01
